"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","stimulus","response","task","correct_response","exemplar_ID","category","difficulty","phase","correct","bonus","trial_bonus"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","26198","0.0-1.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","26194","Welcome to the Category Matching experiment! Press any key to continue.","enter","welcome","","","","","","","",""
"","","","","","html-keyboard-response","2","38350","0.0-2.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","12151","
            <p>You will be shown movies. Each movie contains a shape that initially is hidden and is gradually revealed. 
            <p> While you watch a shape being revealed, you have to choose which shape from the two below it is most similar to : </p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key to choose this shape.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png >
                    <div class=""word""><b>Press right arrow key to choose this shape.</b></div>
                </div>
            </div>
            <br>
            <p>Press any key to continue.</p>
            ","arrowright","introduction_1","","","","","","","",""
"","","","","","html-keyboard-response","3","63242","0.0-3.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","24891","
            <p> After you choose, the screen will show you whether you were correct or not.</p>
            <p><b>You will receive a bonus payment for each correct answer! The faster you answer the higher the bonus will be!</b></p>
            <p> So you can increase your bonus by guessing as quickly and accurately as possible.</p>
            <p><b>You will lose $0.1 from your bonus payment for each incorrect answer! The bonus can not become less than $0.</b> </p>
            <p>Press any key to continue.</p>
    ","enter","introduction_2","","","","","","","",""
"","","","","","html-keyboard-response","4","69929","0.0-4.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","6686","
            <p> <b>The first 10 shapes are a practice round that will not count towards your bonus payment.</b></p>
            <p> You will be notified when practice finishes and the test begins. </p>
            <p> Press any key to begin the practice round.</p>
            ","enter","introduction_3","","","","","","","",""
"","","","","","html-keyboard-response","5","76011","0.0-5.0-0.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","6081","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        ","arrowright","ITI","","","","","","","",""
"","","","","","html-keyboard-response","6","81535","0.0-5.0-1.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","null","./stimuli//pack_noise_shapes_3/cat_2/diff_2/ex_2_2_5.mp4","null","response","ArrowRight","5","2","2","train","false","",""
"","","","","","html-keyboard-response","7","86537","0.0-5.0-2.0","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","null","<p> <font color=""red"" size=""5vw""> Time out! </font> <br> Please try to respond as quickly as possible. </p>","null","feedback","","","","","","","0","0"
"","","","","","html-keyboard-response","8","89825","0.0-5.0-0.1","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","3287","
            
        <div style=""text-align: center; position: fixed; top: 5vh; left: 40vw;"">
            <div style=""margin:0 auto; width: 20vw; top: 8vh; font-size: 2vw""> 
            <font color=""green""> Bonus : $0 </font>
            </div>
        </div>
    
            <p> Please press any key to continue to the next movie.</p>
            <p> Remember your choices : <p>
            <div class=""container"">
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_1/prototype_1.png>
                    <span class=""word""><b>Press left arrow key if the shape looks like this one.</b></span>
                </div>
                <div class=""photos"">
                    <img class=""image"" src=./stimuli//pack_noise_shapes_3/cat_2/prototype_2.png>
                    <div class=""word""><b>Press right arrow key if the shape looks like this one.</b></div>
                </div>
            </div>
        ","enter","ITI","","","","","","","",""
"","","","","","html-keyboard-response","9","92434","0.0-5.0-1.1","5b2ffddaa8327d0001ffec6d","65801700b94e79b0c0532bf4","658018f7df3541eb1ec12ed4","2609","./stimuli//pack_noise_shapes_3/cat_1/diff_1/ex_1_1_12.mp4","arrowleft","response","ArrowLeft","12","1","1","train","true","",""
